
9월 26, 2024 09:54:12.139 NEW SESSION
9월 26, 2024 10:04:37.937 [5804:12808:0926/100437.937:ERROR:CONSOLE(1)] "Unknown VE context: justify-cotent", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 26, 2024 10:04:38.622 [5804:12808:0926/100438.621:ERROR:CONSOLE(1)] "Unknown VE context: justify-cotent", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 26, 2024 10:04:39.316 [5804:12808:0926/100439.316:ERROR:CONSOLE(1)] "Unknown VE context: justify-cotent", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 26, 2024 10:05:49.789 [5804:12808:0926/100549.788:ERROR:CONSOLE(1)] "Unknown VE context: justify-cotent", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 26, 2024 10:05:50.296 [5804:12808:0926/100550.296:ERROR:CONSOLE(1)] "Unknown VE context: justify-cotent", source: devtools://devtools/bundled/devtools-frontend/front_end/ui/visual_logging/visual_logging.js (1)
9월 26, 2024 10:06:58.06 [5804:13928:0926/100658.006:ERROR:registration_request.cc(291)] Registration response error message: DEPRECATED_ENDPOINT
9월 26, 2024 10:56:54.462 [5804:13928:0926/105654.462:ERROR:connection_factory_impl.cc(434)] Failed to connect to MCS endpoint with error -118
9월 26, 2024 10:57:15.513 [5804:13928:0926/105715.513:ERROR:connection_factory_impl.cc(434)] Failed to connect to MCS endpoint with error -118
9월 26, 2024 10:57:57.361 [5804:13928:0926/105757.360:ERROR:connection_factory_impl.cc(434)] Failed to connect to MCS endpoint with error -118
9월 26, 2024 10:59:02.502 [5804:13928:0926/105902.502:ERROR:connection_factory_impl.cc(434)] Failed to connect to MCS endpoint with error -118
9월 26, 2024 11:01:10.332 [5804:13928:0926/110110.332:ERROR:connection_factory_impl.cc(434)] Failed to connect to MCS endpoint with error -118
9월 26, 2024 11:08:18.225 [5804:13928:0926/110818.225:ERROR:connection_factory_impl.cc(434)] Failed to connect to MCS endpoint with error -118
9월 26, 2024 11:08:39.277 [5804:13928:0926/110839.277:ERROR:connection_factory_impl.cc(434)] Failed to connect to MCS endpoint with error -118
